feature,importance
phd_amt_30d,0.5567280297320835
phcpf_amt_150_imp_30d,0.016178349471816178
ph_amt_ip_o_7d,-0.0030656970451001797
phtc_qty_rcfa_90d,-0.006408241383712987
vop_rej_hrisk_qty_30d,-0.03499046620479396
